Localization,1.0.0,,,,,,,,,,,,
ID,en:English,ja:Japanese,zh:Chinese,zh-CN:ChineseSimplified,zh-TW:ChineseTraditional,fr:French,es:Spanish,ko:Korean,id:Indonesian,th:Thai,ar:Arabic,ru:Russian,de:German
Use Unity Ads comment,Use Unity Ads. Open the service window from the [Services] button below and turn on Ads. For a detailed explanation of Unity Ads please check the following [Unity Ads] button.,Unity Adsを使用します。下記[Services]ボタンからサービスウインドウを開きAdsをONにしてください。Unity Adsの詳しい説明は以下の[Unity Ads]ボタンから確認して下さい。,使用统一广告。从下面的[服务]按钮，打开服务窗口并打开广告。对于统一广告的详细说明请查看以下[统一广告]按钮。,使用统一广告。从下面的[服务]按钮，打开服务窗口并打开广告。对于统一广告的详细说明请查看以下[统一广告]按钮。,使用統一廣告。從下面的[服務]按鈕，打開服務窗口並打開廣告。對於統一廣告的詳細說明請查看以下[統一廣告]按鈕。,Utilisez annonces Unity. Ouvrez la fenêtre de service à partir du bouton [Services] ci-dessous et allumez annonces. Pour une explication détaillée des annonces Unity s'il vous plaît vérifier les points suivants bouton [Unity annonces].,"Utilice la unidad Anuncios. Abra la ventana de servicio desde el botón [Servicios] de abajo y activar el anuncio. Para una explicación detallada de la unidad Anuncios por favor, compruebe el siguiente botón [Unidad Anuncios].",Unity Ads을 사용합니다. 아래 [Services] 버튼에서 서비스 창을 엽니 Ads을 ON으로하십시오. Unity Ads 대한 자세한 설명은 다음 [Unity Ads 버튼에서 확인하십시오.,Gunakan Iklan Unity. Buka jendela layanan dari [Layanan] tombol di bawah dan nyalakan Iklan. Untuk penjelasan rinci tentang iklan Unity silahkan cek [Unity Iklan] tombol berikut.,ใช้โฆษณาความสามัคคี เปิดหน้าต่างบริการจากปุ่ม [บริการ] ด้านล่างและเปิดโฆษณา สำหรับคำอธิบายรายละเอียดของการโฆษณาความสามัคคีโปรดตรวจสอบ [โฆษณาสามัคคี] ต่อไปนี้ปุ่ม,استخدام الوحدة إعلانات. فتح نافذة الخدمة من زر [الخدمات] أدناه وتشغيل الإعلانات. للحصول على شرح مفصل من الإعلانات الوحدة يرجى مراجعة زر التالي [الإعلانات الوحدة].,"Используйте Unity объявлений. Откройте окно сервиса с помощью кнопки [Услуги] ниже и включите объявления. Для более подробного объяснения единства объявлений, пожалуйста, проверьте кнопку следующей [Unity Ads].",Verwenden Sie Unity Anzeigen. Öffnen Sie das Service-Fenster aus dem [Dienstleistungen] Button und schalten Anzeigen. Eine detaillierte Erklärung der Einheit Ads bitte die folgenden [Unity Anzeigen] -Taste überprüfen.
Please import Unity Ads SDK,Please import In-App Purchasing SDK,Unity Ads SDKをインポートしてください,请导入应用采购SDK,请导入应用采购SDK,請導入應用採購SDK,S'il vous plaît importer In-App SDK d'achat,Por favor importar Compras In-App SDK,Unity Ads SDK를 가져 오십시오,Silakan mengimpor Dalam Aplikasi Pembelian SDK,กรุณานำเข้าซื้อในแอป SDK,يرجى استيراد داخل التطبيق المشتريات SDK,Импортируйте In-App Purchasing SDK,Bitte importieren In-App Einkauf SDK
Please import Unity Ads SDK comment,Open the tab by clicking the [V] button of [Advance] in [Ads] of [Window] -> [Services]. Please check the box [Enable builtin Ads extension] under the opened tab.,[Window]->[Services]の[Ads]にある[Advance]の[V]ボタンをクリックしタブを開きます。開いたタブの下の方にある「Enable builtin Ads extension」のチェックボックスにチェックをつけてください。,> [服务]  - 通过单击[窗口]的[广告] [高级]的[V]按钮来打开的选项卡。请检查打开的选项卡下的方框[启用内置的广告推广。,> [服务]  - 通过单击[窗口]的[广告] [高级]的[V]按钮来打开的选项卡。请检查打开的选项卡下的方框[启用内置的广告推广。,> [服務]  - 通過單擊[窗口]的[廣告] [高級]的[V]按鈕來打開的選項卡。請檢查打開的選項卡下的方框[啟用內置的廣告推廣。,Ouvrez l'onglet en cliquant sur le [V] bouton de [Avancé] dans [Annonces] de [Fenêtre] -> [Services]. S'il vous plaît cocher la case [Activer builtin extension annonces] sous l'onglet ouvert.,Abra la ficha haciendo clic en el botón [V] de [Avance] en [Anuncios] de [Ventana] -> [Servicios]. Por favor marque la casilla [Habilitar anuncios de extensión incorporado] en la pestaña abierta.,"[Window] -> Services의 [Ads]에있는 [Advance]의 [V] 버튼을 클릭하여 탭을 엽니 다. 열린 탭의 아래쪽에있는 ""Enable builtin Ads extension""의 체크 박스에 체크를 해주십시오.",Buka tab dengan mengklik [V] tombol [Muka] di [Iklan] dari [Window] -> [Jasa]. Silakan periksa kotak [Enable Iklan builtin ekstensi] di bawah tab dibuka.,เปิดแท็บโดยคลิกที่ปุ่ม [V] ของ [ล่วงหน้า] ใน [โฆษณา] ของ [หน้าต่าง] -> [บริการ] กรุณาตรวจสอบกล่อง [Enable builtin ขยายโฆษณา] ภายใต้การเปิดแท็บ,فتح علامة التبويب عن طريق النقر على زر [V] من [تقدم] في [الإعلانات] من [النافذة] -> [الخدمات]. يرجى التحقق من مربع [تمكين مدمج إعلانات تمديد] تحت علامة التبويب المفتوحة.,"Откройте вкладку, нажав кнопку [V] из [Advance] в [Объявления] из [Window] -> [Услуги]. Пожалуйста, установите флажок [Включить встроенное расширение объявления] на вкладке открыто.",Öffnen Sie die Registerkarte durch Klicken auf die [V] -Taste von [Erweitert] in [Anzeigen] von [Window] -> [Dienste]. Bitte markieren Sie das Kästchen [Enable builtin Ads Erweiterung] unter dem geöffneten Tab.
Use Admob,Use Unity Ads,Admobを使用,使用统一广告,使用统一广告,使用統一廣告,Utilisez annonces Unity,Utilice la unidad Anuncios,Admob을 사용,Gunakan Iklan Unity,ใช้โฆษณาความสามัคคี,استخدام الوحدة الإعلانات,Использование Unity Объявления,Verwenden Sie Unity Ads
Use Admob comment,Use Admob. It is necessary to introduce GoogleMobileAds SDK for Unity. Please refer to [AdMob by Google] below for the introduction method.,Admobを使用します。GoogleMobileAdsのUnity向けSDKの導入が必要。導入方法については以下[AdMob by Google]をご覧ください。,使用AdMob。有必要介绍GoogleMobileAds SDK的统一。详细内容请参阅由谷歌AdMob广告]下面介绍方法。,使用AdMob。有必要介绍GoogleMobileAds SDK的统一。详细内容请参阅由谷歌AdMob广告]下面介绍方法。,使用AdMob。有必要介紹GoogleMobileAds SDK的統一。詳細內容請參閱由谷歌AdMob廣告]下面介紹方法。,Utilisez AdMob. Il est nécessaire d'introduire SDK GoogleMobileAds pour l'unité. S'il vous plaît se référer à [AdMob par Google] ci-dessous pour la méthode d'introduction.,"Utilice Admob. Es necesario introducir GoogleMobileAds SDK para la Unidad. Por favor, consulte [AdMob de Google] a continuación para el método de introducción.",Admob을 사용합니다. GoogleMobileAds의 Unity 용 SDK의 도입이 필요하다. 도입 방법에 대해서는 다음 [AdMob by Google]을 참조하십시오.,Gunakan Admob. Hal ini diperlukan untuk memperkenalkan GoogleMobileAds SDK untuk Unity. Silahkan lihat [AdMob oleh Google] di bawah ini untuk metode pengenalan.,ใช้ Admob มันเป็นสิ่งจำเป็นที่จะแนะนำ GoogleMobileAds SDK สำหรับความสามัคคี โปรดดู [AdMob โดย Google] ด้านล่างสำหรับวิธีการแนะนำ,استخدام في AdMob. ومن الضروري إدخال GoogleMobileAds SDK من أجل الوحدة. يرجى الرجوع إلى [في AdMob من قبل Google] أدناه للأسلوب التقديم.,"Используйте AdMob. Необходимо ввести GoogleMobileAds SDK для Unity. Пожалуйста, обратитесь к [AdMob по Google] ниже способа введения.","Verwenden Sie AdMob. Es ist notwendig, GoogleMobileAds SDK für die Einheit einzuführen. Bitte beachten Sie [AdMob durch Google] unten für die Einführung Methode."
Please import Admob SDK,Please import SDK for Unity on GoogleMobileAds,GoogleMobileAdsのUnity向けSDKをインポートしてください,请GoogleMobileAds团结导入SDK,请GoogleMobileAds团结导入SDK,請GoogleMobileAds團結導入SDK,S'il vous plaît importer SDK pour l'unité sur GoogleMobileAds,Por favor importar SDK para la Unidad de GoogleMobileAds,GoogleMobileAds의 Unity 용 SDK를 가져 오십시오,Silakan impor SDK untuk Unity di GoogleMobileAds,กรุณานำเข้า SDK สำหรับความสามัคคีใน GoogleMobileAds,يرجى استيراد SDK من أجل الوحدة على GoogleMobileAds,Импортируйте SDK для Unity на GoogleMobileAds,Bitte importieren SDK für die Einheit auf GoogleMobileAds
Please import Admob SDK comment,"In order to use the Admob function of mUniSm Ads, GoogleMobileAds SDK for Unity is necessary. Please download SDK from the following site and import unitypackage.",mUniSm AdsのAdmobの機能を使用するにはGoogleMobileAdsのUnity向けSDKが必要です。下記サイトからSDKをダウンロードしunitypackageをインポートしてください。,为了使用mUniSm广告的AdMob联播功能，GoogleMobileAds SDK的团结是必要的。请从以下网站和进口unitypackage下载SDK。,为了使用mUniSm广告的AdMob联播功能，GoogleMobileAds SDK的团结是必要的。请从以下网站和进口unitypackage下载SDK。,為了使用mUniSm廣告的AdMob聯播功能，GoogleMobileAds SDK的團結是必要的。請從以下網站和進口unitypackage下載SDK。,"Pour utiliser la fonction Admob des annonces communisme, GoogleMobileAds SDK pour l'unité est nécessaire. S'il vous plaît télécharger le SDK sur le site suivant et unitypackage d'importation.","Para utilizar la función de Admob comunismo Anuncios, GoogleMobileAds SDK para la Unidad es necesario. Por favor, descargue el SDK del siguiente sitio y unitypackage importación.",mUniSm Ads의 Admob 기능을 사용하려면 GoogleMobileAds의 Unity 용 SDK가 필요합니다. 다음 사이트에서 SDK를 다운로드 unitypackage를 가져와야합니다.,"Untuk menggunakan fungsi Admob Iklan mUniSm, GoogleMobileAds SDK untuk Unity diperlukan. Silahkan download SDK dari situs berikut dan impor unitypackage.","เพื่อที่จะใช้ฟังก์ชั่นของ Admob โฆษณา mUniSm, GoogleMobileAds SDK สำหรับความสามัคคีเป็นสิ่งที่จำเป็น กรุณาดาวน์โหลด SDK จากเว็บไซต์และนำเข้า unitypackage ดังต่อไปนี้",من أجل استخدام وظيفة في AdMob الإعلانات mUniSm، GoogleMobileAds SDK من أجل الوحدة هو ضروري. يرجى تحميل SDK من موقع التالي وunitypackage الاستيراد.,"Для того, чтобы использовать функцию Admob из mUniSm объявлений, GoogleMobileAds SDK для Unity необходимо. Пожалуйста, загрузите SDK со следующего сайта и импорта unitypackage.","Um die AdMob-Funktion von mUniSm Anzeigen, GoogleMobileAds SDK für die Einheit zu verwenden, erforderlich. Bitte laden Sie SDK von der folgenden Website und Import unitypackage."
Direct game scene mode,Activate direct GameCore scene,直接GameCoreシーンを起動,激活直接GameCore现场,激活直接GameCore现场,激活直接GameCore現場,Activer scène GameCore directe,Activar escena GameCore directa,직접 GameCore 장면을 시작,Aktifkan adegan GameCore langsung,เปิดใช้งานฉาก GameCore โดยตรง,تفعيل المشهد GameCore المباشر,Активация прямой GameCore сцены,Aktivieren Sie direkte GameCore Szene
Direct game scene mode comment,Page Activate the scene of GameCore directly without activating the scene. Used in simple games such as casual games.,Pageシーンを起動せず直接GameCoreのシーンを起動する。カジュアルゲームなど簡単なゲームで使用。,页面激活GameCore现场的情况下直接启动现场。适用于简单的游戏，如休闲游戏。,页面激活GameCore现场的情况下直接启动现场。适用于简单的游戏，如休闲游戏。,頁面激活GameCore現場的情況下直接啟動現場。適用於簡單的遊戲，如休閒遊戲。,Page Activez la scène de GameCore directement sans activer la scène. Utilisé dans des jeux simples tels que les jeux occasionnels.,Página Activar el escenario de GameCore directamente sin necesidad de activar la escena. Se utiliza en juegos sencillos como juegos casuales.,Page 장면을 시작하지 않고 직접 GameCore 장면을 시작한다. 캐주얼 게임 등 간단한 게임에서 사용.,Halaman Aktifkan adegan GameCore langsung tanpa mengaktifkan TKP. Digunakan dalam permainan sederhana seperti game kasual.,หน้าเปิดใช้งานฉาก GameCore โดยตรงโดยไม่ต้องเปิดใช้งานที่เกิดเหตุ ใช้ในเกมง่ายๆเช่นเกมสบาย ๆ,الصفحة تنشيط المشهد من GameCore مباشرة دون تفعيل المشهد. المستخدمة في ألعاب بسيطة مثل عارضة مباريات.,"Страница Активируйте сцену GameCore непосредственно без активации сцены. Используется в простых играх, такие как казуальные игры.",Seite Aktivieren Sie die Szene von GameCore direkt ohne die Szene zu aktivieren. Wird in einfachen Spielen wie Casual Games.
Normal scene mode,Activate direct GameCore scene,ノーマルシーンモード,激活直接GameCore现场,激活直接GameCore现场,激活直接GameCore現場,Activer scène GameCore directe,Activar escena GameCore directa,일반 장면 모드,Aktifkan adegan GameCore langsung,เปิดใช้งานฉาก GameCore โดยตรง,تفعيل المشهد GameCore المباشر,Активация прямой GameCore сцены,Aktivieren Sie direkte GameCore Szene
Normal scene mode comment,First launch Page scene. Used in social games.,最初にPageシーンを起動。ソーシャルゲームで使用。,首先启动页的场景。用于社交游戏。,首先启动页的场景。用于社交游戏。,首先啟動頁的場景。用於社交遊戲。,Première scène Page de lancement. Utilisé dans les jeux sociaux.,escena del primer lanzamiento de página. Se utiliza en los juegos sociales.,먼저 Page 장면을 시작합니다. 소셜 게임에서 사용.,Adegan peluncuran Halaman pertama. Digunakan dalam permainan sosial.,ฉากหน้าเปิดตัวครั้งแรก ที่ใช้ในเกมทางสังคม,المشهد الأول إطلاق صفحة. المستخدمة في الألعاب الاجتماعية.,Первая сцена запуска страницы. Используется в социальных играх.,Erste Start Seite Szene. Verwendet in den Social Games.
Using this module,Use {0} module,{0}を使用,使用{0}模块,使用{0}模块,使用{0}模塊,Utilisez {0} Module,Utilice {0} módulo,{0}을 사용,Gunakan {0} modul,ใช้ {0} โมดูล,استخدام {0} وحدة,Используйте {0} модуль,Verwenden {0} Modul
mUniSm Manager,mUniSm Manager,mUniSmマネージャー,mUniSm经理,mUniSm经理,mUniSm經理,Responsable communisme,Gestor de comunismo,mUniSm 관리자,mUniSm Manajer,ผู้จัดการ mUniSm,مدير mUniSm,mUniSm менеджер,mUniSm-Manager
Input mUniSm API Key,mUniSm API Key,mUniSm API Key,mUniSm API Key,mUniSm API Key,mUniSm API Key,mUniSm API Key,mUniSm API Key,mUniSm API Key,mUniSm API Key,mUniSm API Key,mUniSm API Key,mUniSm API Key,mUniSm API Key
Input mUniSm API Key comment,It is used for application data. Application settings can be done graphically with mUniSm Editor.,アプリのデータのために使用します。mUniSm Editorでグラフィカルにアプリの設定を行うことができます。,它用于应用程序数据。应用程序设置可以以图形方式mUniSm编辑器来完成。,它用于应用程序数据。应用程序设置可以以图形方式mUniSm编辑器来完成。,它用於應用程序數據。應用程序設置可以以圖形方式mUniSm編輯器來完成。,Il est utilisé pour les données d'application. Les paramètres d'application peut être fait avec l'éditeur graphique communisme.,Se utiliza para datos de aplicación. configuración de la aplicación se pueden realizar de forma gráfica con el editor de comunismo.,응용 프로그램의 데이터를 위해 사용합니다. mUniSm Editor에서 그래픽 응용 프로그램의 설정을 할 수 있습니다.,Hal ini digunakan untuk data aplikasi. pengaturan aplikasi dapat dilakukan secara grafis dengan Editor mUniSm.,มันจะใช้สำหรับการประยุกต์ใช้ข้อมูล การตั้งค่าโปรแกรมสามารถทำได้ด้วยกราฟิก mUniSm บรรณาธิการ,فهو يستخدم لبيانات التطبيق. ويمكن أن يتم ضبط التطبيقات بيانيا مع محرر mUniSm.,Он используется для данных приложений. Настройки приложения можно сделать графически с помощью редактора mUniSm.,Es ist für die Anwendungsdaten verwendet. Anwendungseinstellungen lassen sich grafisch mit mUniSm Editor erfolgen.
Get API Key,Get API Key,API Keyを入手,获取API密钥,获取API密钥,獲取API密鑰,Obtenez clé API,Obtener clave de API,API Key를 입수,Dapatkan API Key,รับคีย์ API,الحصول على مفتاح API,Получить ключ API,Get API Key
System Setting,System Settings,システム設定,系统设置,系统设置,系統設置,Les paramètres du système,Ajustes del sistema,시스템 설정,Pengaturan sistem,การตั้งค่าระบบ,اعدادات النظام,Настройки системы,Systemeinstellungen
System Setting comment,Make settings related to mUniSm's system and functions,mUniSmのシステムや機能に関連する設定を行います,进行相关的mUniSm的系统和功能的设置,进行相关的mUniSm的系统和功能的设置,進行相關的mUniSm的系統和功能的設置,Définir des paramètres relatifs au système de fonctions et communisme,Para hacer ajustes relacionados con el sistema y las funciones del comunismo,mUniSm의 시스템과 기능에 대한 설정을합니다,Membuat pengaturan yang terkait dengan sistem dan fungsi mUniSm ini,ให้การตั้งค่าที่เกี่ยวข้องกับระบบ mUniSm และฟังก์ชั่น,جعل إعدادات تتعلق بنظام وظائف mUniSm ل,"Выполните настройки, связанные с системой и функциями mUniSm в",Nehmen Sie die Einstellungen im Zusammenhang mit mUniSm System und Funktionen
Dependency Status,Dependency Status,依存関係ステータス,依赖状态,依赖状态,依賴狀態,Statut dépendance,Situación de dependencia,종속성 상태,Status ketergantungan,พึ่งพาสถานะ,الاعتماد على الحالة,Зависимость от состояния,Abhängigkeitsstatus
Dependency Status comment,Information related to insufficient packages and assets is displayed.,足りないパッケージやアセットに関連する情報を表示します。,显示相关的包和资产的信息不足。,显示相关的包和资产的信息不足。,顯示相關的包和資產的信息不足。,Les informations relatives à l'insuffisance des paquets et des actifs est affiché.,Se muestra la información relacionada con la insuficiencia de paquetes y activos.,부족한 패키지 및 자산에 대한 정보를 표시합니다.,Informasi yang berkaitan dengan paket tidak cukup dan aset ditampilkan.,ข้อมูลที่เกี่ยวข้องกับแพคเกจไม่เพียงพอและสินทรัพย์ที่จะแสดง,يتم عرض المعلومات المتعلقة حزم والأصول غير كافية.,"отображается информация, связанная с недостаточностью пакетов и активов.",Informationen im Zusammenhang mit unzureichenden Verpackungen und Vermögen werden angezeigt.
Dependency Status OK,No Problem,特に問題ありません,没问题,没问题,沒問題,Aucun problème,No hay problema,특히 문제 없습니다,Tidak masalah,ไม่มีปัญหา,ليس هناك أى مشكلة,Без проблем,Kein Problem
Activate,Activate,アクティベート,启用,启用,啟用,Activer,Activar,활성화,Mengaktifkan,กระตุ้น,تفعيل,активировать,aktivieren Sie
Paste,Paste,貼付,糊,糊,糊,Coller,Pegar,부착,Pasta,แปะ,معجون,Вставить,Einfügen
Activating,Activating. Please do not do other operation.,アクティベートしています。他の操作を行わないで下さい。,激活。请不要做其他操作。,激活。请不要做其他操作。,激活。請不要做其他操作。,Activation. S'il vous plaît ne pas faire d'autres opérations.,"La activación. Por favor, no hacer otra operación.",활성화하고 있습니다. 다른 작업을하지 마십시오.,Mengaktifkan. Harap tidak melakukan operasi lainnya.,การเปิดใช้งาน กรุณาอย่าดำเนินการอื่น ๆ,تفعيل. من فضلك لا تفعل عملية أخرى.,"Активация. Пожалуйста, не делайте другие операции.",Die Aktivierung. Bitte tun Sie nicht andere Operation.
Activate is done,Activation is complete! Let's play the test play by pressing play button!,アクティベートが完了しました！再生ボタンを押してテストプレイしてみましょう！,完成激活！让我们通过按下播放按钮试玩！,完成激活！让我们通过按下播放按钮试玩！,完成激活！讓我們通過按下播放按鈕試玩！,L'activation est terminée! Jouons le jeu de test en appuyant sur le bouton de lecture!,La activación se completa! Vamos a jugar el juego de prueba pulsando el botón de reproducción!,활성화가 완료되었습니다! 재생 버튼을 눌러 테스트 플레이하자!,Aktivasi selesai! Mari kita bermain play tes dengan menekan tombol putar!,การเปิดใช้งานจะเสร็จสมบูรณ์! Let 's เล่นเล่นการทดสอบโดยการกดปุ่มเล่น!,التفعيل الكامل! دعونا لعب المسرحية اختبار عن طريق الضغط على زر التشغيل!,"Активация завершена! Давайте играть тестовую игру, нажав кнопку воспроизведения!","Die Aktivierung ist abgeschlossen! Lassen Sie uns, indem Sie Play-Taste das Testspiel spielen!"
Data is null,Data is null.,データがありません。,数据为空。,数据为空。,數據為空。,Les données sont nulles.,De datos es nulo.,데이터가 없습니다.,Data adalah null.,ข้อมูลที่เป็นโมฆะ,البيانات غير فارغة.,Данные равно нулю.,Daten sind null.
Scene does not exist,Scene does not exist.,シーンが存在しません。,场景不存在。,场景不存在。,場景不存在。,Scène n'existe pas.,Escena no existe.,신이 존재하지 않습니다.,Adegan tidak ada.,ที่เกิดเหตุไม่ได้อยู่,لا يوجد مكان الحادث.,Сцена не существует.,Szene ist nicht vorhanden.
Aborted to process,Aborted to process.,処理が中断されました。,中止加工。,中止加工。,中止加工。,Aborted à traiter.,Abortada al proceso.,처리가 중단되었습니다.,Dibatalkan proses.,ยกเลิกการประมวลผล,أجهضت في العملية.,Отменено процессу.,Abgebrochen zu verarbeiten.
Processing timed out,Processing timed out.,処理がタイムアウトしました。,处理超时。,处理超时。,處理超時。,Traitement expiré.,Procesamiento de tiempo de espera.,작업 시간이 초과되었습니다.,Pengolahan timed out.,การประมวลผลหมดเวลา,توقيت المعالجة بها.,Обработка тайм-аут.,Verarbeitung abgelaufen.
Faulted to process,Processing ended with error.,処理がエラーで終了しました。,处理将以错误结束。,处理将以错误结束。,處理將以錯誤結束。,Traitement terminé avec l'erreur.,Procesamiento finalizó con error.,처리가 오류로 종료되었습니다.,Pengolahan berakhir dengan kesalahan.,การประมวลผลจบลงด้วยข้อผิดพลาด,انتهت تجهيز مع الخطأ.,Обработка завершилась ошибкой.,Die Verarbeitung mit Fehlern beendet.
Not found,Data not found.,データが見つかりません。,数据未找到。,数据未找到。,數據未找到。,Données non trouvées.,Datos no encontrados.,데이터가 없습니다.,Data tidak ditemukan.,ไม่พบข้อมูล,لم يتم العثور على بيانات.,Данные не найдены.,Daten nicht gefunden.
This system is not supported on this device,System is not supported.,システムがサポートされていません。,不支持的系统。,不支持的系统。,不支持的系統。,Le système est pas pris en charge.,No se admite el sistema.,시스템이 지원되지 않습니다.,Sistem tidak didukung.,ระบบจะไม่ได้รับการสนับสนุน,غير معتمد النظام.,Система не поддерживается.,System wird nicht unterstützt.
Argument is null,Array data not found.,配列データが見つかりません。,阵列数据未找到。,阵列数据未找到。,陣列數據未找到。,données Array introuvables.,No se han encontrado datos de la matriz.,배열 데이터가 없습니다.,Data Array tidak ditemukan.,ไม่พบข้อมูลอาร์เรย์,مجموعة البيانات غير موجود.,Массив данных не найден.,Array-Daten nicht gefunden.
Thread aborted,Thread interrupted.,スレッドが中断されました。,线程中断。,线程中断。,線程中斷。,Discussion interrompue.,Hilo interrumpido.,스레드가 중단되었습니다.,Thread terganggu.,กระทู้ขัดจังหวะ,موضوع توقف.,Тема прервана.,Thread unterbrochen.
It can not enter a value of null,An invalid value was entered.,不正な値が入力されました。,值无效输入。,值无效输入。,值無效輸入。,Une valeur non valide a été saisie.,Se ha introducido un valor no válido.,잘못된 값이 입력되었습니다.,Nilai yang dimasukkan tidak valid.,ค่าไม่ถูกต้องถูกป้อน,تم إدخال قيمة غير صالحة.,Было введено недопустимое значение.,Wurde ein ungültiger Wert eingegeben.
Changing this data is forbidden,Changing this data is forbidden.,データの変更が禁止されています。,更改此数据是被禁止的。,更改此数据是被禁止的。,更改此數據是被禁止的。,La modification de ces données est interdite.,Cambiando estos datos está prohibido.,데이터의 변경이 금지되어 있습니다.,Mengubah data ini dilarang.,เปลี่ยนข้อมูลเหล่านี้เป็นสิ่งต้องห้าม,تغيير هذه البيانات هو ممنوع.,Изменение этой информации запрещено.,"diese Daten ändern, ist verboten."
This data is not new data. Please use CreateEmpty() to create new data,This data is not new data. Please use CreateEmpty() to create new data.,このデータは新規データではありません。CreateEmpty()を使用し新規データで作成して下さい。,这个数据是不是新的数据。请使用CreateEmpty（）来创建新的数据。,这个数据是不是新的数据。请使用CreateEmpty（）来创建新的数据。,這個數據是不是新的數據。請使用CreateEmpty（）來創建新的數據。,Ces données ne sont pas de nouvelles données. S'il vous plaît utiliser pour créer de nouvelles données CreateEmpty ().,"Estos datos no son nuevos datos. Por favor, use CreateEmpty () para crear nuevos datos.",이 데이터는 새 데이터가 없습니다. CreateEmpty ()를 사용하여 새 데이터로 작성하십시오.,Data ini bukan data baru. Silakan gunakan CreateEmpty () untuk membuat data baru.,ข้อมูลนี้ไม่ได้เป็นข้อมูลใหม่ โดยใช้ CreateEmpty () เพื่อสร้างข้อมูลใหม่,هذه البيانات غير البيانات الجديدة. الرجاء استخدام CreateEmpty () لإنشاء بيانات جديدة.,"Эти данные не новые данные. Пожалуйста, используйте CreateEmpty () для создания новых данных.",Diese Daten sind keine neuen Daten. Bitte verwenden Sie CreateEmpty () neue Daten zu erstellen.
This component must be in Developer mode before it can be used. Please check about developer mode on official website,This component / function must be in Developer mode before it can be used. Please check about developer mode on official website.,このコンポーネント・機能は開発者モードでないと使用できません。公式サイトにて開発者モードについてご確認下さい。,该组件/函数必须在开发人员模式，然后才能使用它。请检查有关官方网站开发者模式。,该组件/函数必须在开发人员模式，然后才能使用它。请检查有关官方网站开发者模式。,該組件/函數必須在開發人員模式，然後才能使用它。請檢查有關官方網站開發者模式。,Ce composant / fonction doit être en mode développeur avant de pouvoir être utilisé. S'il vous plaît vérifier sur le mode développeur sur le site officiel.,Este componente / función debe estar en modo de desarrollador antes de que pueda ser utilizado. Por favor comprobar sobre el modo de desarrollador en el sitio oficial.,이 컴포넌트 기능은 개발자 모드 않으면 사용할 수 없습니다. 공식 사이트에서 개발자 모드에 대해 확인하시기 바랍니다.,Komponen / fungsi ini harus berada dalam mode Pengembang sebelum dapat digunakan. Silahkan cek tentang mode pengembang di website resmi.,ส่วนนี้ / ฟังก์ชั่นต้องอยู่ในโหมดผู้พัฒนาก่อนที่จะสามารถนำมาใช้ กรุณาตรวจสอบเกี่ยวกับโหมดผู้พัฒนาบนเว็บไซต์อย่างเป็นทางการ,يجب أن يكون هذا العنصر / وظيفة في وضع المطور قبل أن تتمكن من استخدامها. يرجى مراجعة حول وضع المطور على الموقع الرسمي.,"Этот компонент / функция должна находиться в режиме разработчика, прежде чем он может быть использован. Пожалуйста, проверьте о режиме разработчика на официальном сайте.","Diese Komponente / Funktion muss im Entwicklermodus sein, bevor es verwendet werden kann. Bitte überprüfen Sie über Entwickler-Modus auf der offiziellen Website."
System is not initialized,System is not initialized.,システムが初期化されていません。,系统未初始化。,系统未初始化。,系統未初始化。,Le système est non initialisé.,El sistema no se ha inicializado.,시스템이 초기화되지 않습니다.,Sistem tidak diinisialisasi.,ระบบไม่ได้เริ่มต้น,لم يتم تهيئة النظام.,Система не инициализируется.,System ist nicht initialisiert.
System is not activated,System is not activated.,システムがアクティベートされていません。,系统没有被激活。,系统没有被激活。,系統沒有被激活。,Le système est désactivé.,El sistema no se activa.,시스템이 활성화되어 있지 않습니다.,Sistem tidak diaktifkan.,ระบบจะไม่เปิดใช้งาน,لم يتم تنشيط النظام.,Система не активирована.,System wird nicht aktiviert.
Activation failed. Please check whether the API Key matches or whether the plan payment has been made,Activation failed. Please check whether the API Key matches or whether the plan payment has been made,アクティベートに失敗しました。API Keyが合っているか、またはプランの支払いが行われているかどうかを確認して下さい。,激活失败。请检查API密钥是否匹配该计划款项是否已取得,激活失败。请检查API密钥是否匹配该计划款项是否已取得,激活失敗。請檢查API密鑰是否匹配該計劃款項是否已取得,Activation echouée. S'il vous plaît vérifier si l'API correspond à la clé ou si le paiement du régime a été,"Activación fallida. Por favor, compruebe si coincide con la clave de la API o si se ha realizado el pago del plan",활성화에 실패했습니다. API Key가 맞는지 또는 계획의 지급되어 있는지 확인하십시오.,Aktivasi gagal. Silakan periksa apakah API Key cocok atau apakah pembayaran rencana telah dibuat,การเปิดใช้งานล้มเหลว โปรดตรวจสอบว่าตรงกับคีย์ API หรือไม่ว่าแผนการชำระเงินได้รับการทำ,فشل التفعيل. يرجى مراجعة ما إذا يطابق مفتاح API أو ما إذا كان قد تم دفع المبلغ خطة,"Активация не удалось. Пожалуйста, проверьте, соответствует ли API Key или был ли произведен платеж плана","Aktivierung fehlgeschlagen. Bitte überprüfen Sie, ob die API-Schlüssel übereinstimmt oder ob der Plan Zahlung geleistet wurde"
